IDчека,Дата и время,ИНН,IDПользователя,Товар,Бренд,Теги,Цена,Кол-во,Сумма,Кэшбэк 
0275ff9be4af2bbc94f32e31c0597570,06.11.2019 16:04,"6,45309E+11",c94a78d4ef058cc0b1b6b39cb690383c,олд спайс дез.стик 50/60мл чемпион,old spice,личная гигиена; красота и здоровье; дезодорант/антиперсперант,234.9,1.0,234.9,24.49
0275ff9be4af2bbc94f32e31c0597570,06.11.2019 16:04,"6,45309E+11",c94a78d4ef058cc0b1b6b39cb690383c,фэйри 900мл апельсин и лимонник жид.д/пос.,fairy,хозяйственные товары; средства для мытья кухни; средства для мытья посуды,89.0,1.0,89.0,
0276e74af7ff5847bd9ba1134dc127ae,06.11.2019 9:31,7704217370,ce30a73b8b16932096e198ba61211c66,"капсулы для посудомоечной машины fairy platinum. all in one, лимон, 70 шт",fairy,капсулы для посудомоечных машин; хозяйственные товары; капсулы; средства для мытья кухни; средства для посудомоечных машин,607.5,1.0,607.5,60.75
027722cc37683e5e6ffebd6a48a5457b,10.11.2019 18:54,2310031475,05d65dc5447f7753460adb05704ed9fc,discreet deo ежедн прокладки irresis,discreet,прокладки; красота и здоровье; личная гигиена,109.0,1.0,109.0,11.9
027722cc37683e5e6ffebd6a48a5457b,10.11.2019 18:54,2310031475,05d65dc5447f7753460adb05704ed9fc,libresse ultra прокладки normal с мя,libresse,красота и здоровье; прокладки; личная гигиена,145.0,1.0,145.0,
02773aea18d077ef05dd622eccaee0bb,25.12.2019 19:02,2310031475,f0b8e5c3acd22bfd63101346079c5d4f,discreet deo ежедн прокладки irresistible 60шт(п,discreet,личная гигиена; красота и здоровье; прокладки,139.2,1.0,139.2,15.92
02773aea18d077ef05dd622eccaee0bb,25.12.2019 19:02,2310031475,f0b8e5c3acd22bfd63101346079c5d4f,"garnier colorsensationкрас д/в9,13 крем перлам(л",,,149.25,1.0,149.25,
02784f7fd2f8656595b1ea06d7b4ef98,03.11.2019 17:35,2310031475,449b79b8f23f5a67b7df48d6777194e0,ariel капсулы для стирки 3в1 ленор ф,ariel,капсулы для стирки; хозяйственные товары; капсулы; уход за бельем,519.0,1.0,519.0,51.9
02784f7fd2f8656595b1ea06d7b4ef98,03.11.2019 17:35,2310031475,449b79b8f23f5a67b7df48d6777194e0,colgate з/щ детская супер мягкая 2+(,,зубная щетка; уход за полостью рта; уход за ребенком,44.1,1.0,44.1,
02784f7fd2f8656595b1ea06d7b4ef98,03.11.2019 17:35,2310031475,449b79b8f23f5a67b7df48d6777194e0,colgate з/щ детская супер мягкая 2+(,colgate,зубная щетка; уход за полостью рта; уход за ребенком,44.1,1.0,44.1,
02784f7fd2f8656595b1ea06d7b4ef98,03.11.2019 17:35,2310031475,449b79b8f23f5a67b7df48d6777194e0,domestos ультра блеск ср-во чистящ д,domestos,универсальное чистящее средство; хозяйственные товары,99.9,1.0,99.9,
02784f7fd2f8656595b1ea06d7b4ef98,03.11.2019 17:35,2310031475,449b79b8f23f5a67b7df48d6777194e0,fairy ср-во для мыт/пос ромаш/вите 1,fairy,хозяйственные товары; нежруч; средство для мытья посуды; средства для мытья кухни; средства для мытья посуды,139.0,1.0,139.0,0.0
02784f7fd2f8656595b1ea06d7b4ef98,03.11.2019 17:35,2310031475,449b79b8f23f5a67b7df48d6777194e0,garnier интенсивный уход крем д/сух,,,224.1,1.0,224.1,
02784f7fd2f8656595b1ea06d7b4ef98,03.11.2019 17:35,2310031475,449b79b8f23f5a67b7df48d6777194e0,palmolive мыло интенсивное увлажнени,,,57.9,2.0,115.8,
02784f7fd2f8656595b1ea06d7b4ef98,03.11.2019 17:35,2310031475,449b79b8f23f5a67b7df48d6777194e0,palmolive роскошь масел мыло масло м,,красота и здоровье; личная гигиена; мыло; твердое мыло,1.0,1.0,1.0,
02784f7fd2f8656595b1ea06d7b4ef98,03.11.2019 17:35,2310031475,449b79b8f23f5a67b7df48d6777194e0,safeguard ж/мыло аромалоэ 250мл/225м,safeguard,красота и здоровье; жидкое мыло; мыло; личная гигиена,134.1,1.0,134.1,13.41
02784f7fd2f8656595b1ea06d7b4ef98,03.11.2019 17:35,2310031475,449b79b8f23f5a67b7df48d6777194e0,vanish gold гель пятновыв для цветны,vanish gold,пятновыводитель; хозяйственные товары; уход за бельем,289.0,1.0,289.0,
02784f7fd2f8656595b1ea06d7b4ef98,03.11.2019 17:35,2310031475,449b79b8f23f5a67b7df48d6777194e0,антипятин мыло-пятновыводитель хоз б,,красота и здоровье; личная гигиена; хозяйственное мыло; мыло,35.1,3.0,105.3,
02784f7fd2f8656595b1ea06d7b4ef98,03.11.2019 17:35,2310031475,449b79b8f23f5a67b7df48d6777194e0,"банка 0,3л завинч.герм.крышка премиу",,,24.0,1.0,24.0,
02784f7fd2f8656595b1ea06d7b4ef98,03.11.2019 17:35,2310031475,449b79b8f23f5a67b7df48d6777194e0,карта лояльности магнит,магнит,прочее; лояльность,0.0,1.0,0.0,
02784f7fd2f8656595b1ea06d7b4ef98,03.11.2019 17:35,2310031475,449b79b8f23f5a67b7df48d6777194e0,контейнер лок декор 0.75 л свч (поли,,,62.1,2.0,124.2,
02784f7fd2f8656595b1ea06d7b4ef98,03.11.2019 17:35,2310031475,449b79b8f23f5a67b7df48d6777194e0,лампа b35 40w e14 cl 011633 филипс :,,,31.5,1.0,31.5,
02784f7fd2f8656595b1ea06d7b4ef98,03.11.2019 17:35,2310031475,449b79b8f23f5a67b7df48d6777194e0,лампа b35 60w e14 cl 011671 филипс :,,,31.5,1.0,31.5,
02784f7fd2f8656595b1ea06d7b4ef98,03.11.2019 17:35,2310031475,449b79b8f23f5a67b7df48d6777194e0,лампа b35 60w e14 fr 011763 филипс :,,,31.5,1.0,31.5,
02784f7fd2f8656595b1ea06d7b4ef98,03.11.2019 17:35,2310031475,449b79b8f23f5a67b7df48d6777194e0,лошадка для куклы 4 дизайна в асс(си,,,98.1,1.0,98.1,
02784f7fd2f8656595b1ea06d7b4ef98,03.11.2019 17:35,2310031475,449b79b8f23f5a67b7df48d6777194e0,мастер блеск губка для обуви станд-э,,,9.9,2.0,19.8,
02784f7fd2f8656595b1ea06d7b4ef98,03.11.2019 17:35,2310031475,449b79b8f23f5a67b7df48d6777194e0,мыльные пузыри шб пласт/фл(алекс той,,,22.41,1.0,22.41,
02784f7fd2f8656595b1ea06d7b4ef98,03.11.2019 17:35,2310031475,449b79b8f23f5a67b7df48d6777194e0,пакет магнит косметик мал(пластиктре,магнит косметик,пакеты; прочее; упаковка,3.51,1.0,3.51,
02784f7fd2f8656595b1ea06d7b4ef98,03.11.2019 17:35,2310031475,449b79b8f23f5a67b7df48d6777194e0,сито 20см с с двумя ручками(си):5/10,,,125.1,1.0,125.1,
02784f7fd2f8656595b1ea06d7b4ef98,03.11.2019 17:35,2310031475,449b79b8f23f5a67b7df48d6777194e0,"ушастый нянь ср-во д/ст дет1,2л пл/б",ушастый нянь,,224.1,1.0,224.1,
02787d1e0f0029a904db7b71e40f1af5,06.11.2019 12:33,2310031475,a5aee811a25043d8b57f47ed64332e6a,always platinum ultra прокладки super 14шт(proct,always,личная гигиена; красота и здоровье; platinum; прокладки; ежедневные,119.0,1.0,119.0,11.9
02787d1e0f0029a904db7b71e40f1af5,06.11.2019 12:33,2310031475,a5aee811a25043d8b57f47ed64332e6a,always platinum ultra прокладки ночные 12 шт (hi,always,platinum; прокладки; красота и здоровье; личная гигиена; экстра защ; duonight; ultra; 12,119.0,1.0,119.0,151.9
02787d1e0f0029a904db7b71e40f1af5,06.11.2019 12:33,2310031475,a5aee811a25043d8b57f47ed64332e6a,always ежедневные прокладки удлиненные 16шт(proc,always,неззащ,85.0,1.0,85.0,59.5
02787d1e0f0029a904db7b71e40f1af5,06.11.2019 12:33,2310031475,a5aee811a25043d8b57f47ed64332e6a,cif чистящий крем розовая свежесть 500мл(юнилеве,,,169.0,1.0,169.0,
02787d1e0f0029a904db7b71e40f1af5,06.11.2019 12:33,2310031475,a5aee811a25043d8b57f47ed64332e6a,organic shop ж/мыло гранатовый браслет500мл(перв,,мыло; личная гигиена; красота и здоровье,89.0,1.0,89.0,
02787d1e0f0029a904db7b71e40f1af5,06.11.2019 12:33,2310031475,a5aee811a25043d8b57f47ed64332e6a,wella sw мусс для волос curls&waves 200мл(hfc pr,,,261.6,1.0,261.6,
02787d1e0f0029a904db7b71e40f1af5,06.11.2019 12:33,2310031475,a5aee811a25043d8b57f47ed64332e6a,диадема ny18070 маркет юнион(си):12/600,,,45.0,1.0,45.0,
02787d1e0f0029a904db7b71e40f1af5,06.11.2019 12:33,2310031475,a5aee811a25043d8b57f47ed64332e6a,пакет магнит косметик мал(пластиктрейд):300/2700,магнит косметик,упаковка; пакеты; прочее,3.9,1.0,3.9,
02787d1e0f0029a904db7b71e40f1af5,06.11.2019 12:33,2310031475,a5aee811a25043d8b57f47ed64332e6a,чистая линия жидкое мыло березов д/вс семьи 500м,,,109.0,1.0,109.0,
0278e80a2cf436122bc61dd3e16fb6c6,13.12.2019 12:53,2310031475,934098cdf6305c94ddabb40cb72dd7f1,"lenor концентр кондицион д/белья масло ши 1,785л",lenor,уход за бельем; forp&g; хозяйственные товары; кондиционер для белья,169.0,1.0,169.0,16.9
0278e80a2cf436122bc61dd3e16fb6c6,13.12.2019 12:53,2310031475,934098cdf6305c94ddabb40cb72dd7f1,пресс для чеснока алюминий (си): 6/144,,,89.4,1.0,89.4,
02799f3e3d4cf8b6237f7fdbe9685f1d,18.01.2020 12:17,2310031475,917548d51b0f6f785c86eb2c0b508ab0,aos гель для мытья посуды фитокомпле,aos,средства для мытья посуды; средства для мытья кухни; хозяйственные товары,89.9,1.0,89.9,
02799f3e3d4cf8b6237f7fdbe9685f1d,18.01.2020 12:17,2310031475,917548d51b0f6f785c86eb2c0b508ab0,ariel капсулы д/стирки 3в1 горн родн,ariel,forp&g; капсулы; уход за бельем; хозяйственные товары; капсулы для стирки,219.0,1.0,219.0,21.9
02799f3e3d4cf8b6237f7fdbe9685f1d,18.01.2020 12:17,2310031475,917548d51b0f6f785c86eb2c0b508ab0,aura beauty ватные диски 150шт (котт,aura,,79.0,1.0,79.0,
02799f3e3d4cf8b6237f7fdbe9685f1d,18.01.2020 12:17,2310031475,917548d51b0f6f785c86eb2c0b508ab0,duru 1+1 крем-мыло жидкое морские ми,,,89.0,1.0,89.0,
02799f3e3d4cf8b6237f7fdbe9685f1d,18.01.2020 12:17,2310031475,917548d51b0f6f785c86eb2c0b508ab0,lenor кондиционер конц. детский 1л(п,lenor,уход за ребенком; средства для стирки; детский; кондиционер для белья,129.0,1.0,129.0,12.9
02799f3e3d4cf8b6237f7fdbe9685f1d,18.01.2020 12:17,2310031475,917548d51b0f6f785c86eb2c0b508ab0,la fresh губка для тела массажн 1шт,,,20.8,1.0,20.8,
02799f3e3d4cf8b6237f7fdbe9685f1d,18.01.2020 12:17,2310031475,917548d51b0f6f785c86eb2c0b508ab0,pro series шампунь объем 500мл(прокт,,,279.0,1.0,279.0,
02799f3e3d4cf8b6237f7fdbe9685f1d,18.01.2020 12:17,2310031475,917548d51b0f6f785c86eb2c0b508ab0,"губка целлюлоза,антицелюлит, (альбер",,,60.2,1.0,60.2,
02799f3e3d4cf8b6237f7fdbe9685f1d,18.01.2020 12:17,2310031475,917548d51b0f6f785c86eb2c0b508ab0,мастер блеск губка д/мытья посуды 10,,принадлежности для уборки; губка для посуды; хозяйственные товары,43.7,1.0,43.7,
02799f3e3d4cf8b6237f7fdbe9685f1d,18.01.2020 12:17,2310031475,917548d51b0f6f785c86eb2c0b508ab0,мастер блеск мочалка д/посуды абраз,,мочалка для посуды; принадлежности для уборки; хозяйственные товары,17.0,1.0,17.0,
02799f3e3d4cf8b6237f7fdbe9685f1d,18.01.2020 12:17,2310031475,917548d51b0f6f785c86eb2c0b508ab0,освежитель подвесной бочонок в асс(с,,,109.0,1.0,109.0,
02799f3e3d4cf8b6237f7fdbe9685f1d,18.01.2020 12:17,2310031475,917548d51b0f6f785c86eb2c0b508ab0,пакет магнит косметик мал(пластиктре,магнит косметик,пакеты; прочее; упаковка,3.9,1.0,3.9,
02799f3e3d4cf8b6237f7fdbe9685f1d,18.01.2020 12:17,2310031475,917548d51b0f6f785c86eb2c0b508ab0,"швабра 125см, насадка шенилл арт.p-9",,хозяйственные товары; принадлежности для уборки; швабра,349.0,1.0,349.0,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,always ultra прокладки super 8шт (проктер):12,always,single; красота и здоровье; прокладки; личная гигиена,69.9,1.0,69.9,6.99
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,always ultra прокладки ночные 7шт (проктер):20,always,личная гигиена; singlenight; 7; экстра защ; красота и здоровье; прокладки; ultra,69.9,1.0,69.9,6.99
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,bref туал блок нежная магнолия 50г(хенкель):10,,,79.9,1.0,79.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,calve соус тартар 230г дой-пак(юнилевер) :16,calve,продукты; тартар; соус; соус/майонез/кетчуп,54.9,1.0,54.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,discreet deo ежедн прокладки waterlily 20шт (про,discreet,прокладки; красота и здоровье; личная гигиена,54.9,1.0,54.9,6.49
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,"ecocat наполнитель д/кош впитывающий 2,5кг (трум",,,79.9,2.0,159.8,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,"fanta напиток цитрус сил/газ 0,9л пэт(кока-кола)",,,54.9,1.0,54.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,friskies корм д/кош говядина в подливе 85г (нест,,влажный корм для кошек; корм для кошек; товары для животных; корм,11.9,3.0,35.7,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,friskies корм д/кош утка в подливе 85г (нестле):,,товары для животных; влажный корм для кошек; корм; корм для кошек,11.9,3.0,35.7,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,friskies корм д/кош ягненок в подливе 85г (нестл,,корм для кошек; влажный корм для кошек; товары для животных; корм,11.9,3.0,35.7,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,gliss kur бальзам экстремал восстановл 400мл (хе,,гигиена волос; красота и здоровье; бальзам для волос,155.0,1.0,155.0,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,hame паштет из индейки 105г (хаме фудс):16,,мясные деликатесы; мясо/рыба; паштет; продукты,29.9,1.0,29.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,hame паштет из мяса птицы 105г (хаме фудс):16,,паштет; продукты; мясо/рыба; мясные деликатесы,29.9,1.0,29.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,heinz соус терияки 230г дой пак(ппк):14,heinz,соус/майонез/кетчуп; соус; 230; продукты; терияки,54.9,1.0,54.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,"jumper напиток негаз банана персик 0,33л(тд мега",,напитки; продукты,41.9,1.0,41.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,lucky days мини-маффины с нач вар сгущенка 470г,,,64.9,1.0,64.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,lucky days мини-маффины с фруктово-ягод нач 470г,,,64.9,1.0,64.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,maggi бульон говяжий на косточке 75г (нестле):18,maggi,,42.9,1.0,42.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,maggi заправка для борща 250г д/п(нестле) :20,maggi,бакалея; продукты; приправы и специи,49.9,1.0,49.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,mivimex соус кавказский чили 200г пл/б(тпк биофу,,продукты; соус/майонез/кетчуп; соус; чили,42.9,1.0,42.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,mr ricco майонез classico 61% 750г д/п(нэфис):6,,соус/майонез/кетчуп; продукты; майонез,89.9,1.0,89.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,mr.ricco соус сырный 510г пл/бут(нэфис):8,mr. ricco,соус/майонез/кетчуп; сырный; продукты; соус,64.9,1.0,64.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,nescafe gold кофе нат раствор сублим 190г д/п(не,,,239.0,1.0,239.0,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,prosto рис среднезерный для гарнира 500г к/кор(а,,,79.9,1.0,79.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,rexona дез спрей муж cobalt 150мл(юнилевер):6,rexona,дезодорант/антиперсперант; личная гигиена; красота и здоровье,159.0,1.0,159.0,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,rexona дез спрей невидимый прозр крис жен 150мл(,rexona,красота и здоровье; дезодорант/антиперсперант; личная гигиена,99.9,1.0,99.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,soft бум/салф белые 100лист(россия):36,,салфетки; бумага/салфетки; хозяйственные товары,15.9,1.0,15.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,soft ватные диски 120шт (белла):28,,,35.9,1.0,35.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,soft ватные палочки 200 пэ (шнурок)(белла): 48,,,33.9,1.0,33.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,sorti ср-во д/мыт пос с бальз алоэ вера/лимон450,sorti,,29.9,1.0,29.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,sorti средство для мытья посуды масло розы 470мл,sorti,,29.9,1.0,29.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,tess pina colada чай 20 пирамид 36г (неп):12,,,54.9,1.0,54.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,"vernel ополаскиватель д/б пион/белый чай 1,82л(х",vernel,,189.9,1.0,189.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,zewa т/бумага сирень 2сл 8рул(эссиэй хайджин пр),zewa,,139.9,1.0,139.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,аппетиссимо желе вишня 150г (преображенский мк),,,14.3,1.0,14.3,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,влажные салф увл д/ухода за детьми 60шт:16,,салфетки детские; подгузники/пеленки/салфетки; уход за ребенком,47.9,1.0,47.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,горячая штучка чебупицца курин по-итальянски 250,,,129.9,2.0,259.8,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,дружба плавленый продукт пастообразн 50%250г пл/,,,64.9,1.0,64.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,злато масло подсолнечное р/д 1л :12,,,69.9,1.0,69.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,индана чеснок сушеный 15г сашет(русская бк):20,,,30.9,1.0,30.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,капуста белокочанная 1кг,,,17.9,1.764,31.58,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,"колбаса пресижн по-останкинск с/к0,25кг мяс/пр в",останкино мк,продукты; колбаса; мясо/рыба,125.0,1.0,125.0,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,магета приправа для шашлыка 30г сашет(русская бк,,,29.9,1.0,29.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,"мираторг наггетсы куриные классические 0,3кг (ми",мираторг,продукты; полуфабрикаты и готовые блюда; наггетсы,69.9,2.0,139.8,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,миф стир пор авт горн роса/свеж лаван/ромашки 2к,миф,уход за бельем; стиральный порошок; хозяйственные товары,159.0,1.0,159.0,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,мое солнышко шампунь сочный мандарин 200мл (аван,мое солнышко,шампунь детский; средства для купания ребенка; уход за ребенком,59.9,1.0,59.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,"простоквашино молоко паст 3,4-4,5% 0,93л пл/бут",простоквашино,продукты; 3.2%; молоко/сыр/яйца; молоко,54.9,1.0,54.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,пакет-майка магнит,,,5.9,4.0,23.6,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,"растишка творог 3,5% обог лес яг/пер/груш 6*45г",,творог; молоко/сыр/яйца; продукты,54.9,1.0,54.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,рыбная миля горбуша кус х/к косичка 200г в/у(фос,,,99.9,1.0,99.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,северная гавань икра мойвы делик с копч лос180г,северная гавань,,59.9,1.0,59.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,салфетка вискоз толст 3шт 35*38см 110 гквм (си):,,,34.9,1.0,34.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,сахар белый кристаллический фас 1кг,,бакалея; сахар; продукты,23.7,2.0,47.4,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,"сыр мраморный 45-50%(ф)(беларусь):2,5",,молоко/сыр/яйца; продукты; сыр,479.0,0.654,313.27,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,увелка крупа гречневая экстра вар/пак 5*80г к/уп,,крупа и бобовые; гречка; продукты; бакалея,63.9,1.0,63.9,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,фильтр для воды академия комфорта в100-15 станд,,,99.0,1.0,99.0,
0279ca19a9c530f6452061834b63cf82,30.01.2020 19:57,2310031475,b1f8fd67d04e96eab5e3a5a8e44dbf77,фильтр-кувшин академия комфорта стандарт (аквафо,,,249.9,1.0,249.9,
027a0dc8671a31bf5a428716ef409580,14.12.2019 20:01,7825706086,f0fe8ad37b6f9d0e71e8e852a6d2384c,2086142 lenor кондиц.скан.весна конц.1л,lenor,кондиционер для белья; хозяйственные товары; уход за бельем,74.99,1.0,74.99,7.5
027a0dc8671a31bf5a428716ef409580,14.12.2019 20:01,7825706086,f0fe8ad37b6f9d0e71e8e852a6d2384c,3486015 степан.семена подсолн.обж.80г,,подсолнечника; продукты; семечки; снеки,19.99,1.0,19.99,
027a0dc8671a31bf5a428716ef409580,14.12.2019 20:01,7825706086,f0fe8ad37b6f9d0e71e8e852a6d2384c,3606160 инск.хлеб сибирский нар.450г,,хлеб; продукты; хлеб и сладости,22.99,1.0,22.99,
027a0dc8671a31bf5a428716ef409580,14.12.2019 20:01,7825706086,f0fe8ad37b6f9d0e71e8e852a6d2384c,53019 дош.лапша б/пр говяжья 90г,,продукты быстрого приготовления; бакалея; продукты; лапша,36.99,1.0,36.99,
027b62c2e906b281822122e433f328ff,06.01.2020 16:34,2310031475,19e5146c8326eeda236c9a90eb00033f,always ежедневные прокладки normal 20шт(procter),always,красота и здоровье; прокладки; ежедневные; неззащ; личная гигиена,85.0,1.0,85.0,85.0
027b62c2e906b281822122e433f328ff,06.01.2020 16:34,2310031475,19e5146c8326eeda236c9a90eb00033f,влажные салфетки освеж с аром ромаш15шт:36,,,12.9,1.0,12.9,
027c14b4b02ece73d9c1f1cd8ed8eb29,12.11.2019 16:40,7729355029,f69139716a2f9eb578f3c334f8e0bc42,подгуз-трус pampers pants 4 9-15,pampers,; ,1934.1,1.0,1934.1,193.41
027c3afa0c1dcf91d6700cc5336204de,15.01.2020 16:04,2310031475,eb169e156d9694a8735a22dd97717b9e,aos гель д/мыт пос бальз алое/вера 0,aos,хозяйственные товары; средства для мытья кухни; средства для мытья посуды; хозяйственные товары; средства для мытья кухни; средства для мытья посуды,99.9,1.0,99.9,
027c3afa0c1dcf91d6700cc5336204de,15.01.2020 16:04,2310031475,eb169e156d9694a8735a22dd97717b9e,discreet deo ежедн прокладки waterli,discreet,прокладки; личная гигиена; красота и здоровье; прокладки; личная гигиена; красота и здоровье,239.0,1.0,239.0,
